No,スレッドNo,スレッド長,投稿順,日付,いいね,スレッド合計いいね,表示回数,文字数,画像,動画,リンク,絵文字,テキスト,permalink,thread_id
171,56,3,2/3,2026-03-05,2,,,405,,,,,"これ、データで完全に出てる話なんですよ。  5ヶ月でフォロワー4342名、455万インプ達成した僕が2068件の投稿データを分析した結果、リーチ上位20%の「勝ち投稿」のうち36%が土日に投稿されてたんです。  週7日のうち2日（28.6%）なのに、勝ち投稿の36%を占めてるってことは、土日の方が明らかに有利なんですよ。マジで数字が証明してます。  なぜかっていうと、土日はユーザーの可処分時間がめっちゃ長いからです。平日は仕事の合間にサッと見るだけですけど、土日はゆっくりスクロールするので、長文投稿も最後まで読まれやすいんですよ。  僕も最初は平日しか投稿してなかったんですけど、土日に投稿するようにしてからリーチが安定して伸びるようになりました。マジで変わります。  でも、ほとんどの人が「土日は休み」で投稿してないんです。ヤバいくらいもったいないですよ。  じゃあ具体的にどうすればいいかっていうと▼",https://www.threads.net/@kudooo_ai/post/DVf2ZVvDjIA,DVf2Q8kDjxF
172,56,3,3/3,2026-03-05,1,,,487,,,○,,"やることは3つです。  ①土曜の午前中に「保存される系」の投稿を出す 土曜の午前8時〜10時は、ユーザーがゆっくりSNSを見てる時間帯です。ここにノウハウ系やデータ系の「後で見返したい」と思われる投稿を出すと、保存されやすくなってリーチがめっちゃ伸びます。  ②日曜の夜に「共感系」の投稿を出す 日曜の夜は「明日から仕事か」っていう感情になってる人が多いので、共感系の投稿との相性が抜群です。「僕も最初は停滞してました」みたいな体験談を出すと、リプライがマジで増えます。  ③金曜の夜に翌週分をまとめて準備する 土日に投稿するために、金曜の夜に30分だけ時間を取って、土日分の投稿を準備してください。僕は金曜に翌週7日分を全部準備してます。だるくないですか、毎日ネタ考えるの。  注意点として、土日に3投稿以上出すのは逆効果です。1日1投稿を全力で作るのが最適です。  最新Threads運用の情報を見逃したくない方は、僕を（@kudooo_ai ）フォローしておいてください。  2026年最新版のThreadsノウハウはこちら▼ https://asto.jp/l/t2",https://www.threads.net/@kudooo_ai/post/DVf2kzCjo3P,DVf2Q8kDjxF
173,57,3,1/3,2026-03-05,9,9,2435,33,,,,,"Threads新ルールで量より質の時代に変わりました。 解説すると",https://www.threads.net/@kudooo_ai/post/DVfzhVyDoQ8,DVfzhVyDoQ8
174,57,3,2/3,2026-03-05,0,,,400,,,,,"これ、めっちゃ重要な転換点なんですよ。  5ヶ月でフォロワー4342名、455万インプ達成した僕が解説すると、Threadsが公式に「低品質な大量投稿のリーチを制限する」っていうアルゴリズム変更を発表したんです。  つまり、1日10投稿とか20投稿してた人のリーチが下がるってことなんですよ。マジでヤバい変更です。  今までは「量を出せばどれか当たる」っていう戦略が通用してたんですけど、もう終わりです。metaが明確に「質の高い投稿を優遇する」と方針転換しました。  僕のデータでも、1日3投稿以上と1日1投稿を比較すると、1投稿あたりのリーチは1日1投稿の方が平均1.7倍高いんです。2068件分析した結果がこれです。  マジで「毎日何投稿すればいいですか？」って質問が一番多いんですけど、答えは「1〜2投稿を全力で作れ」です。めっちゃシンプルです。  じゃあ具体的にどうすればいいかっていうと▼",https://www.threads.net/@kudooo_ai/post/DVfzmgsDjaC,DVfzhVyDoQ8
175,57,3,3/3,2026-03-05,0,,,485,,,○,,"やることは3つです。  ①1日の投稿数を1〜2に絞る 量を減らす代わりに、1投稿にかける時間を増やしてください。僕は1投稿30分かけて、フック・構成・データ・CTAを全部設計してから出してます。これだけでリーチの安定感がマジで変わります。  ②投稿前に「3つのチェック」をする 投稿する前に「フックは損失回避型か？」「具体的な数字が3つ以上入ってるか？」「コメント欄の構成まで設計したか？」の3つをチェックしてください。僕はこのチェックリストを作ってから、打率がめっちゃ上がりました。  ③過去の低品質投稿を削除する これヤバいくらい知られてないんですけど、過去の低品質投稿がアカウント全体の評価を下げてる可能性があります。リーチが極端に低い投稿は思い切って削除してください。  注意点として、「質の時代」になったからといって投稿頻度をゼロにしたら本末転倒です。  最新Threads運用の情報を見逃したくない方は、僕を（@kudooo_ai ）フォローしておいてください。  2026年最新版のThreadsノウハウはこちら▼ https://asto.jp/l/t2",https://www.threads.net/@kudooo_ai/post/DVfztpqDjal,DVfzhVyDoQ8
176,58,8,1/8,2026-03-05,46,54,,234,○,,,,"この人マジでやばいです。  @sns._.marketing_   僕のThreads投稿をほぼ丸パクリでリールにされていたので、コメントしました。流石に数値まで一緒はやばい。  結果、即ブロック。  Threads運用代行されてるそうですが、他人の投稿をそのままリールに使うのって、クライアントにも恥ずかしくないんですかね？  プロフに書いている実績が本当なら、わざわざ他人の投稿を丸パクリする必要ないと思うんですよね。  ブロックで終わらせず、説明してほしいですね",https://www.threads.net/@kudooo_ai/post/DVfcpDWCRP0,DVfcpDWCRP0
177,58,8,2/8,2026-03-05,4,,,58,○,,,,"ID変えてメンション切れてしまったっぽいので、IDとアカウントも貼っておきますね @sns._.threads_01",https://www.threads.net/@kudooo_ai/post/DVfiz2WiSlN,DVfcpDWCRP0
178,58,8,3/8,2026-03-05,1,,,12,,,,,"本当にすごい思考してます",https://www.threads.net/@kudooo_ai/post/DVfxIPxlDfC,DVfcpDWCRP0
179,58,8,4/8,2026-03-05,0,,,5,,,,,"たしかにw",https://www.threads.net/@kudooo_ai/post/DVfw7NSlAyp,DVfcpDWCRP0
180,58,8,5/8,2026-03-05,1,,,23,,,,,"これで運用代行やってるっぽいので、びっくりです",https://www.threads.net/@kudooo_ai/post/DVfdgkcCa03,DVfcpDWCRP0
181,58,8,6/8,2026-03-05,0,,,21,,,,,"ありがとうございます！ お願いいたします！",https://www.threads.net/@kudooo_ai/post/DVfiR1hibwR,DVfcpDWCRP0
182,58,8,7/8,2026-03-05,1,,,15,,,,,"ADHD界隈も多そうですよね…",https://www.threads.net/@kudooo_ai/post/DVfw-v3lENR,DVfcpDWCRP0
183,58,8,8/8,2026-03-05,1,,,9,,,,,"マジで多いですよね",https://www.threads.net/@kudooo_ai/post/DVfxA62FLQK,DVfcpDWCRP0
184,59,5,1/5,2026-03-04,7,16,5054,43,,,,,"あのー、NotebookLMでThreadsの競合分析してない人、マジで損してますよ。",https://www.threads.net/@kudooo_ai/post/DVereBRCTT-,DVereBRCTT-
185,59,5,2/5,2026-03-04,5,,,418,,,,,"これ、めっちゃ差がつくやつです。  5ヶ月でフォロワー4342名、455万インプ達成した僕が断言しますけど、NotebookLMを使った競合分析を始めてから、投稿の質がマジで激変しました。  NotebookLMって何かっていうと、Googleが出してるAIツールで、大量のテキストデータをアップロードすると、パターンや共通点を自動で分析してくれるんですよ。  僕がやってるのは、同ジャンルで伸びてるアカウントの投稿を100件以上コピペしてNotebookLMに突っ込むっていう方法です。すると「このアカウントの投稿パターン」「使ってるフックの型」「投稿の構成」を全部分析してくれるんですよ。  これを自力でやろうとしたら何時間かかるか。めっちゃだるくないですか。NotebookLMなら5分で終わります。  つまり、競合分析の時間を劇的に短縮しながら、質の高いインサイトが手に入るんです。  じゃあ具体的にどうすればいいかっていうと▼",https://www.threads.net/@kudooo_ai/post/DVerpO0iRJ2,DVereBRCTT-
186,59,5,3/5,2026-03-04,3,,,471,,,,,"やることは3つです。  ①伸びてるアカウントの投稿を100件突っ込む 同ジャンルでフォロワー5000人以上のアカウントの投稿を100件以上コピーしてNotebookLMにアップロードしてください。「共通パターンを分析して」と指示すると、フックの型、投稿の長さ、キーワードを全部出してくれます。マジで5分で終わります。  ②自分の投稿も突っ込んで比較する 競合の分析だけじゃなくて、自分の投稿も100件アップロードして「2つのアカウントの違いを分析して」と聞いてください。自分に足りない要素がめっちゃ明確になります。僕はこれで改善ポイントが3つ見つかりました。  ③週1回、トレンド投稿を30件分析する 直近1週間で伸びてる投稿を30件集めて分析すると、今のThreadsのトレンドが見えます。僕は毎週日曜にこれをやって翌週に反映してます。ヤバいくらい精度上がります。  注意点として、競合の投稿をそのまま真似するのは絶対NGです。  最新Threads運用の情報を見逃したくない方は、僕を（@kudooo_ai ）フォローしておいてください。",https://www.threads.net/@kudooo_ai/post/DVer12LiZKA,DVereBRCTT-
